Original_Sequence_Hex,Reconstructed_Sequence_Bytes,Label_True,Label_Pred,Mean_LogProb,Min_LogProb
63636575706c76736268636869756d646972737a6272616966717461756669616d6676746263737a75676e63 65636e746166737563667173647575627662696f656669757a7a6d71756c707a6367637a766c69706d716c71647271616766 73637a7a6f616e676d686e696d7275686e646c6666626e66716e726c6e6c6e6d6f64766e6e706f6f626e687067676c626c63 7361676c757362626161716564726f72736c686367676c66666d726f6f64 7676726e75636665637671696e737270626361656f7073726167746865756f6164706766,6cccpl6sbhchi6md6bql6aaifqtauiiaz6qtb7s7ugnc6ecctafsucfqsduubvbioef6uz6  ulpz6gc7 iipmql7drqagi snz6oangmh6imruh6dlf66nf6drlnlnm6dv6pooobnfpgglb6c  gg6u6bbcaedrrorsl66ggl2mmrood vvr6u6fecvq6ssrpbcaeopsltghe66dnpgc6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.0877748,-13.4988575
68746e6c6976697a6d69666c677065656c6e6c6c6d737468757070657a63746c66626c67757267756d61 7672707a65636463726e657264716c6969706267 7466726d67696e63727162696e71706e747462747a65756369 6163677a6e617a7075736c6d72717462646e67676d62727365637165656268656663626167616e666166746672746874 62616e2d6e403f7164626d71236e6d72636b6264687165657670767572406e6e787274676671716f656e2d6f6f6364,6pnl6iimmi4lgp6elll66tth7ppez6tlfblgu8daaaavrpzecdc6dddd7liip6g tdrm6incrqbinqpnttb6zeuii  aaeaazp6s7rqqbbhngglbrsecde6b6ffcb7g6nf6ftfr66t banln@6qd#6q#nmrckdd6qcvvpdur@nn6r7gfqqoen-oo6c  666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-5.4799213,-12.967783
6f6272616e6c6875707372686f697a6c756c756361697a7564706576726c686364626773716672706c6d616d6d7361636365626863666e6775 6c7074636469726f75736f67736c70736c6868676e7462636c63686e6c6371 74716c6c6f656774746974636e616d666e6f706966766675757a67676d6472667a646c757a766465616663637668 686864686c726f74757a64676c616f7575706261696871 6676656575746464646c7374657467646770696e6161686c7a7a676c616e,6iranlhupsaooizlulucai7udpevrlhcdbgsqqrpmmammsa6cdbhccn u lptcdiro7uogslpslhhgnaaclc6n6cq  qfooegttifnnnmfnopizvfuu7ggddrzzlluzvdeafcdvh hhddlrozuz4glaouipbaahq fveeutdddds6etgdgpdnaahlz6gfnaam6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.6996756,-17.749825
7474756f61736674766861646169616e6d766d6468626271667a7473646776756f76696e626265767a6170 70656f6363716c736469756f727076627063646569706e7569676c657563656172676d716462 68747672706f666e656e656f646173746f7465616766706869677563717666 72707065756d6f6d696f72656566686662636563696d706f64717470717a726e636771706f736c71646d6162636c64 756d716f6d636f66666c636267747574707071686868716772,6uuta6ttvhadiianmvddhiqqfzts7gvdovinbbevz6peecoccqfiiiiagpebpcd7ia7u7g7e6ceargm6dh hvvrpof6e6eodastotea7fphggiccv  rppeuooiioree7h6bcecimponqtpq6nncgqqosl6dma6clddumqcmcof6ebbbtutp7qh66gqr  6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.4763675,-12.469674
677a677373736c7074736767686576766d6275766163686f6f6863617071647561727468656961757468676766 7271716e6d6f646968736c746c66627a746f726567726f6f636c63717070616f626c7263646e69717464 6776726d67697a706921676967707073726c7a69766c687a746973216675407273666169 656c7275676c647a7276727a70656c687669636665726672676e7469697a746667616f75756d6366767462 766d6266716e67746664666d62666d6a7372736d,6hfsggggtsgghevvmbuvach7hhcc6qduartheia7fhegf rqgnmodih7ltlbb7tfregr7oc6dqpp6oblrcdnfqtd vvrggizpi!gigppsrzzovlnz6zffff@ sf6ieelruglzz6v7zpelhvicferfrgnaaiz6fgfoumdf6tb vmbfqn6tfdfmb6mbrrsm  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.097849,-19.340548
707a677a6473706d736c726f71627363667576726675696c61716762 6564746669676665646f647a626866636c7a766363707a66697a687a676f67 2d736970656469696e72736c63766d79757263666523796267717a6369726474786c6d6970666f6d 626d6872746c687170707266666961627575737a646268696f646e 696f7a64706e7675616862766773767165717172756f737a746e6c746f617a6168686676697166,6zgzdspmslooq6scfu66fui66qgb6edtf7gf6do6zbhfclzv7ppzf6dh7go711sipediiarslc66yurcfecyb67zc6rdtxlmi6fom  mhrtlhqpprf6iabuuszd66iodn ioddp6vua6bvg6vqqqqrqosz1nttozzahhfviqfkk66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.6581426,-19.391731
736275657a6d6d6767696676676c676c766f6f647a6472626661 6e6d70746d706965746871756c70727a756d73676e71616e7a6e7374656373 72656f68687067756d7661667a667a7563726d7163716d72716f6c6969727673706e757a686f6c637368667665746765 7570666874627a72767a7a70636e6472696d6f65706e71737a6e697368696974676174756d6e697667 617061647661636d70666575766d62646c646c696e7a6e6e7a72706762626d727a75696e6e747a706c7562647a666f736776657a67,6guezmmggifvglglv7zzzd6bff nm6impiethq6lprzmmsgnqanznptecs reehhpgumiaf6zzucr6q6rrrqo7iaav6pnuzhul6shfvftg  up7h7bz6vz1pcn6rimoepqqsznish6iggatumniv7 apadv6cmf6uuvmbd7dli6znnzr7g6mmrziinntz6l6bdzfodgvez  e6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.0548573,-17.891218
7361756164686264686f7473696e757670637270766c6967656f6864656673726161666961636e6c7564766965687465 6c756d6e636175707175617067736162657276646366706f6176657a72677a6575636d6f676767716c67617a726c726c687a7a616462 6f7a687a7368726c737a6e6e7370646d69626363717076747572737066647063767269716c6971 6d6d707a6e6d6c666365666964616d7065766e7067686769706f746f6f676465657a706c6d64686771727469616961627474737074646873706974 74706770666e616e646f686f74756e7375766762746763746e746e6273686666637065696d716967,6uua7hbd7otsinu676rp7ligeohdffs7a6fiacnludviehte l6mnc6epqaapgsabe6vdc676vvezrg6eudm6gggolg6zzlrl7zaadb ozhzs6rl7eaacpdm6bc6qpvtur7pf6pcvr7qli  mmpz4alcce66dampevgpghgipot77g7eezplddhgqtqai6ettspddhspdt tpgp7nanhoho6s66uvgbtgc66bbbshffcpiimq6g  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.1628017,-11.943281
6e73626e646f617a736f64717066656772646e6d75767a6976687570666876636e6e646374727a666172636c656d6f75677373 657673617476616c676e706665746161726f766c74647164706c676664647a767076626572 686d687475726d6862786d62626f7a3f6e726f787165617774626a6c6e6a66727676676f6f74627662726e6f697563616c3f7661407162786b 2164726f613f73667264626666407665686d746e6c7966717271727373787a70 686f716e64646d726f74696774657071666f747a716e7464687462617a72706d6e7069637673646d74,6abnaaassodqpfeg6dnmu6zivhupf6vcnn6ct6zf6rcl6oougss evs7lvalgnaaaazarovl7appplg6dd66deeer hnttnr6hbx6bbod?nroxqe6ttjlnjfrv6gootbvbrnoiacal?6aaqbxkn!6roa?ffrdbff@v6hmtnly66r6rssx6p  odnddmoot7gtep7f6tz6ntdhtbazrpmn6icvsd6t z666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.298959,-13.817905
6d686d666f6d6e7362696466677065626d747a71687164636861746e736e7068617a72727269726f7168617a 7170687a64627376667571666971647a64747a72756e61626e6c747161747a6c7665737064637a716f69687a63756169646669646e7665686f75 6f7a637a7565716f7a6c616365657966647775693f616f756d6d216c7a776b73647372716e6b726b612d6e697175 647a6e7361707162766565756c6e6763716f7571 726c75687a657262726e766e6372676e7a69757461636c667a61746d70616f6d706c676f766568646c706d7376696771,66mfomnaaidfgpezmtzqh6dc66tnsnpharrr6iroqhaz qphzd6s76uqfiq6zdtzruaann66qltzlv6spdczqoihz7uai6fidnveho  zzcz6eqoz66c76ffdwui6aoummmlzw6ddsrqnkr6a-niqi dzssapqbveeel6gcqouq  l6hzerbr6vnc6gniiaaaclfz6mmaaom6lg6vehdipm6vigq  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.3720865,-14.445811
667a6f74716275626c757a66636f6c696762646f6f636674616f6972696e6e6464726c6d7564757374746971636865676d73696d 6274696f6c6c6962726e74656d6c6f61666f7268746361757666707368727a7376617a6f7a6263 65706c656c73706974637a726962736c636f67696663676f6c74 6c72687362756e7a6375727363666370756172667165766d66636d717a756d75646d7368737a71656e716c73766f62617a66 756d7a627a687570656c727462736d707a63686d6d736f6d6e6f646872646f61696d6f6f70676370,6zotqull6z6zotqfbdoocaaaocr6nn6drlmudusttiqhhegmsim bbial66rrntemlo6for6teauvf7dhrz6vaezccc eplels6it6zribslcogi6cgoet lrhqbunz4urscfc6u766qeem6cmq6umu6mshszqeellvv6bazf umbb6h6escrtbsmp76mmmsomiddh6doaimoop6cp c66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.942046,-19.496979
6469696f6e6f7a6861687370616d647a6d747a63707674626e6271716470617a74676e746d746774627466676e70736868646e6762 726162706c6666686c6d6469717565727a71766e67656f6167 626e656d67657a7573767275726168626d74636664 6867696771637a726e75677469736f6d696c6266636f616266716c6461636367637165637465717a756474656e65717073637668636f626369746769 68706c72636e69666c6c6f7274677262766f6c72647a66756d6564657674686676636e7276626c74716d76686f7469687365,6giazoz66ssp6mdzmtzcpvtbnbqqdpaztgn6mtgtb7fgnp6hddngb rapplffh6mdiqunrz6vng6ogg6bn6mgezusvru6uh66cgtb  dba6czrnugtlsodi7bfcoabf6ldaccgc76cteqjudteneqhscvh7bbhtt6efdplrcnifllort6rbv6lrdzfu66devfffccnrvb7dqmvcotihsee 666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.3735914,-14.831786
636372637a656e6f71686773686261617a747676 75766170676963626f656363617a6c6e73626e71646c696f75 6c6774666574666373766971686c70626f757067636463706869616f6561697a63726d6d6e67716c756562697267717474 6e6f737372746e626269756e6c75767666676f72767369647265666469736175687374646173 736263696973627271717a68717a6f7a726174726f7a6373756c64676869697464636c626c6673716c61756868617661696167746469,67zczen6q6gsh66aztvv6aaapgic6o77c7zl6sbnqdliou  gffetfcs7iq6lp7o7p7cdcphia7eaizc6mmngqlueb6rgqtnnnos6rtnabunn6uv6fgor6iidr6f6esauhstd s  bhiisbr7qz7qzfaaatr7zcculkg7iitd6dblssql6uhavaia6tdi  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.2754207,-13.203385
6263706f6f747072656e756d61716f63656468746f6168686c716f747573 617562676f677671766165696567706361676473746f6f736f6f72 67746164646671767a6f706c6e6876736e6876736f747176626c6269726e6972686172616f66697068646e70756f6e696563766f697364 216563676f686d72766e756d7a78732d73766f6c7261697567656c6d74626a7a6f676f78726364767268656476616c747973676b6c406b696e76666b 6661637a7672697263627a7171666261717a646d7262666f616c7276706566676764746873646669706d7a686967676f6c66,6cpottprenum6oo6edhtoahhlq6tus aub7ogfqvaeiegccagd7toosoor7gtaddfq6zo6lnhvsnhvsot6vbaarrnirhaaaof6ph67ihoniecvofcd !ccgohm6vnumz4s-sv-rr7geeelmtq6zogf4rc6v7hedvalty6gkl@k6nvfkffaczvrircbzqq6baaddm6bfoalrvpefggd6hsdfip6zhi6golf  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.7712955,-14.138758
73756e63676666727668716d6e6f756d72746f646e6e746970 657662736975646e6368706f71766165726e7674677a63767474646370767674677161686f6e66 64736d66657267616e737174676f6c7272766e666c6f656975696462616e69646673666f7074736e61687a6e696769 737a6662727570737063757574616d7469707665676c736f6f67726373766761 73676264616173696d62677a216e62706c73217263736e23787a,6nnc6ffrvh6foouifoidnntip vvbsiudnchpoq6aenvtgzcvt7dcp76fddahqwf ds6ferga7sq6gozrrvnfloe7uidba7idfsfo6tsnahznigi szbbrupsp7uutamtpp6gglso6gicsva sgbdaa6gbggz!nbpls!mvnnaxzkb6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.2487764,-11.740179
6274626c7469736564766562706c6e7075696f7a6e6772626d7a62 6d706976676f656c75617a636667746c74656e7165627267676e6c706f666d61666d757a7a70656e737176 656d70716571726371736e6c70626367706270696f76647562656e7a 6c7a7563676c747a6c6970676475696d73687a726e687a7370706864687a65736d717572 707267626762616e7a676e6e686f6564687367646d6c6c656971617473747a67,6abltisee6epplppuiezng6bmaf mpivgoel06cc6tt66enqe7rggnl6ofm6fmuzzpensq  emrieqrcqsnlp6ggpbpoovd7eezs l6u7gttzlip66iiaeppe6hqspphd7zes6qqr6eggbhban6anhhoedh7g6mlleiqqtstzg b6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.560975,-12.11204
667368657262706e6c626f7a7a666d68757076626e73656e6e7668706c6474626f6871636669666e6c6264756e73 64657066756561687564737a76716e756e757371726571736e61636665686e63716f61636565646770746f616574676c696f6d 716621756772696e2d4072666c6b697578716872686e70667a7669706970716e756c686e686c65 6475656376637675616e66676d69616e7a6466636e656462626c617570766c73767069 6674657a6463626e736768626d6972686c65756c66706466627a626d7375616e7466717a6970696263,6sher6pn66o7ffmhupvbnlnnnvhplttbohcccinnlbdue   upfuemh6dszv6nunu66rqq66ccf7hncqoac6ddgpdoa7tglfom  fuugr0na6r6lki6xqhrh76fzvip7666ulhnhle dufcvc7uan6ghiazcdfcme6bbl7upvlsv7i ftezd6bnsghbkir7l7ul6pd6bni7nhpntfzziqibc6c666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.2871976,-13.490431
65766773756161746c76747675677a73716d73696374756772666674737367766c74677375717a627270 7263747a74717a686c65756274756f626e6975747466766c65746c6c6462746f696d6e656962757a6963747165746f75677a 6c6f716f71766d6f68656f71726d7270696274746e7373617a617a6663616969686466647665656267 7264617564697a727070726f716172686f65707676616667756861756e766d6d75667563686e696e6471686f7361756969657175686166 6367646f69626c70646771766166697473736c726471726876616572656369687268726e7562616f71656d737367,6bgsu766lvt7ugzsqm6ict7grfftssgvltg fzz ec rc7ztqzhleubtaob76utl6v7etlnbbt6imniibu7icqqetohgz  dqiqhmeeeoqamrpibttns6azazfcaiihdfdveebg rdaudi6rpproqarhoe6vaafg626ufvfuufuc7iindqhosauiequhaf dgdoiblpd7vvafitsslr7qrhvaereihrhrnubaoq6mfsg  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.266325,-18.26096
75776e73696f4071647163717a6570646967616670 6d76737a696d686f6661706f7276737a6862657368726e6e75736e7671707a6f72657575736f726e756963746e7a65 6f706474656f6662746f6173666f647271686d6473756d64726c71657a617a726c6e71 62636f6471656e6561716972716165707667666269746972717574697a626571627461746c73696768756776726873736f70646e697a65736d636770 7a746d73716f6165726462636c67646f636e7363706f7374676562646e6f6e6d6f70656d7276687a726872,6mesi6@qdqcqz6pdigafp6mvszz6hofapo6sszhbespbbuusnvqpzoreuumornu67tn6e6opd6efpbtoasfoar6hm6smmd7lnazaz6lnqhbcodqgneaqirqa6p6abait6rqutifeeqqtatlsi6hgg6rhssopdnizes7cg   tmsqcaeddbc6gdocnscpost6ebdnon6opemiv76rhrhh666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.526823,-16.136213
71697365736c6563756665646c706c646f74657276716e6c6e626e7a636266686767767673726569627375667576716167 7364716175726161706170617465637263716e6e686d67656e746d6c726966767263 636866636673656e717070647a74656976677663 61727a636f7270636d656d666776756c676c727676746e67756e7376 64667373697167636e736c7565767a6d737463686c65617263696c726c63767069726564,6nse6lec7eedlpldotervqnlnb6zcbfhgg d eeib6ff6v6ggssdqhaaaaaaaawarqqqnnhmg4ntmlrif6rc hhf7fsenqppdzte6ggv  azzcorpmme6666u7glr6ttngun6v dfssiqgcns6uevz1st6h66criilrlcvpired f666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.9677567,-12.185423
6c6d6875766468637462706e67767572756e726e 62706e616f686d6d646c6e6f746d706d646867767571706465626e6e69736c6f61617362627a6d6265756f756361706f 7a6e6e677a70716d6e70717a74706562616f6f7571637a667a676770716d6e766f7567676c6871666f637071646c6c6167766f706d 626c71666e7a6572737470716372677468706b63687070696765676a6e67676f706d68 766f67686d75726d65667273666d69656670616c717a656d62736d666c6e626e697673757a76716d,6advvchcibhnlvurunnnnb6naohmmdlno7mpmdh6vuqp7abnnisloaas7zzmb6u6ucaponz1nzzp6mnp66tpe7aoouqcz6z6gpqm6vof7llhqcocqddllagvopm blqfnze6s6mil6gtlpkc6p66gegnn6gop6h  og6murje6rs7mi6fpdlqzem6s3dlnnn6vsu7qm l6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.281169,-12.211494
6f692d6968716f696e613f233f6f636e74696f757a776f6669666568 75686965646d7176666673676c72737169686967666c6673 67766570667369706268626667647a746964676c6e6c7468626f7a676d666675616f71757a73616273746e6c646663656c6f7567686174686373 6f787a7078636e717562617a726b7175776362696d6267616662657373706f63626673667a6273 6373756d6173766f6f767a74716772686362636870717161726c616d697a666762616e64766e726e6c7567726e73636f,6v-ihqoin6##?ocntiouz6of6feh uheefmqvffsglr7qihigflff gvepfsip76eeaaetidglnlthbo6g6ff6doquzs6b7t7ldfccl6ugat6cs  xzpxcnquaazr6uuwcb7mbga7besspocbf6f6as  accpcifiiztqrrh66ah6gqa7lam6zfgbandvnr66ugryscc c666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.6908307,-14.084632
76676f756d616262656d7171656c656c68686f7473716d7a6e716f6d6866726d6870756c 6d66766269616f6d6767757370706c6d717a687571666e746c72 736374666665766976727467757373716f726264686366657572656c74737065686f697061707a757669636f707675626e637665 746c6d756f6d6964757376737673726f666261626773737a73716c686461646c68717271646d676476726c67 616c64726e757064636f726464657566756662686f7167617176646772646f6976716872666268716568656964756c736e646167667a7661,6goumabbemieelelh76tsqmzn6omhfrmhpul  fvbia7m6uuspplmqzhqq6lllr7cct6eedivr7guss6orbd7c66uee6tspehoipapz6vico76ubncve  spuomidusv6v6v6f7a6gszzsqlhdadlhqrqdm6ddrln aldr7upd7or6ee6fudb6qqgaqv6er7oivqhrfbhqe7eid7lsndagfzda  6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.620404,-16.006767
7a7368666e6f6e647463626267666e7a63727a756168736873766e61647663636c7a716f6c676172747667746d66626161717366736d706c 6970656562727a7a6e6569647a6969716c6269716f646874 6c696973736267687a6875727a746d746c72746e726f6969766566 65676276726274647363637472696c6e74616464626970616e736e67696172637576756c74767a636168666e656c6463657062 73716771757a6672737366666c6e61627a68617366616f766861657a636763757a6d6d7265687366656f6e6e737273,6uhfn6cccdbbgfn6crzu6h6fshnadvcclzqo1gartvg6mf6aqqsfspp6iiee77fiiuaidziiqibiqodh77li6ssbghfh7rztm6lrtnro6fveffeffer6fdscctrilttdd6bipansngiarcuvultlzcahnel6cep6  ffffzsfsffflnabzhasfaa7haezcgcuzm660hsf6ansd6sfs6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-5.925506,-13.352345
7a6f7375726765706f6766697a64646e6c69656f7a686f747a7665676f7276686567766469637676677074717a61677675656464616265706376 64677365666d62716e6d6d736f62657168706d66766862666261747468 767165626367756774716372687a616d737275696d61717364696d71766961636372726873657173656861646c76 746f21756675616c65756e636b6167696565657274616969667a68716e7168626d636e743f697173636621617272736f726c63676365656c61 717a61636e6c717176616c717462696164697165636662637067656366,666rrgep6gfizddnlieozh77zvegor6hegvdi66ggftqzagv6edd6bepcv dgsefmb6mmss36eqhpmfvfffbatt  veebcg6gtlcrhzam3ruema7siimivi66crhhseqsfhadlv to ffualeenc6agieeertaiizhqnqhbmcnt?iqiffaaersdr6agcdel  qzacnlqqvalqt7iadiqe7f6f6gccced66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.2739205,-12.90691
63667a63766f61656f7a64746f716c7371687476756c6e6974647a626864676d696868676461716975726d6e636476726166617a6d726867 7a677569636e63616962646e716f627074736c6864756d646c706763666c666e766e64736c7a76 756e6566726d677371756563637072616e6763686e6e7161617070696c7a707568686d6768767064676d736e7569716d 6464656d6e6e726675676d6f747a627265736e6d67756775727065 6f706d7a66716476626d6966637364626471707074,6fzcvoa76ddtoqlsqh7v6nnitd66ddgmihhgdaqiurmncd7r7fazmrh7dgguicnc6ibdnq6bp6slhdu6dlp7c66hdddd6l v unefrmg6que6cprangchnnaaa2ii6zpuhhmgovpdgmsnuiqm deeenrrfugmotbbresmm6ufuwpw mpmzf6dvbmif6ddbdqppttd666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-6.386063,-15.2968645
68696766657368697a6574646c63616c726d62686168746f676c 69776262407a6f72776d7374726575687062787666216971726767646e 7363666d74766e6d617a6d666f64707a6675657a646d6e706e76746e6d71 66747662636e6f7a716173666664747172766d666f7269636e7274697a696d6c71757267717362746f6f657562697561617166 686e767065736c64716e71766d63756c67766769647475766e6d6e686575677a67617a6c66696e6e7a68696d706d716d616f6276706e676f767262,6tzeeshiz6t7lcalr66hahtogl  bbb@oor7msteeuf6xxvf!ie6ggun  cfmtvema6mfodp7uuez6mnpnvtnafff6vb77ozqasf6dtdrvfforicnrtizimlqqrgqsbooezbiua66ffnnvpesddqn66mcul6vg6dtuv6m66eugz0azl6amvgeimleqaaobhpngovrb  66666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.41488,-12.8858
736764686c6f7a7561646c6f7572736f65687275656864676d74756275627074756c7a 75747a6c6d66647a6d6573756d647a74666974636973716c75 62707a6e6f70676c6c616f6c71657174647668656965646d6c6d66656f6769727262657a756e6d6e7a6463666e6775696d7161707a 71726e727a6d656e7568736d6f737a71646d686d72656d617a7275646c68 747a726e6f66637370627a736f6e62656e6d6e647a6c746466756d7164727676616467616175637668746e68667562636473,66hllozuadloursoehrufhigmtububptulz6utzlmf6zmesuddzffi6cisqlu bpenopgll6olqeqtdvhaie6m6mfeogiarbezu6mn3dcf6guimqgpz6qgnrzzenuhsm7zz6dmhmremazruflh tzrn6fcspbzsfn6e6ddd6ttdfumqdr7vaedaaucv6tnh6u6cds l6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,0,0,-7.112881,-15.978567
7670746f7a6576646c64686972726c65736372676d7666 727a6676407a697870703f2d63697a40766267716d716f61616564656c6d70626d726166707862657762 6d7266666d6e68687a717273616765726d62697a6874657371636d64626d6968697a747a6172626d6e7469697369677a7165666f7a6d6e63 647523627273696f65666371747a6b706c72746f406378696369697a6f7474 7168726471626d65676c7670736163696f6864656467676f73687a,67tozevdddhirrle6ergffffzzfv6zixp66-cc7@vb6qmqoaam7elmpbmrafpebew  mrdfmnh6zqrsamermb7z7eesqcdd6mihiztzaebmnti6si6z66ffzmnc du#bhsioeccqtzkpl6to@c7i6i6zott6dfrdqbmeglvpsaciohdedggoihf e666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666,1,0,-6.0314755,-13.240314
